CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
F314 Dairy Product Substitutes,Nestle Sa,Coffee-Mate,Coffee-Mate : Liquid Non-Dairy Creamer,The Perfect Coffee,Coffee's perfect mate,,"Tag is featured against a red background. Man You know why I love Coffee-Mate?"" He states well it's triple churned and 2 times richer than milk for one perfect cup of coffee.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22325690&mtid=1&ff=1,40472358.0,22325690,,2020-05-11,15,* NATIONAL,BIG BANG THEORY,2020-01-13,12,97603.0
D272 Childrens Diapers & Training Pants,Procter & Gamble Co,Pampers,Pampers Swaddlers : Disposable Diapers,"Health Of Your Baby Skin/ Text, Five Packet",,Now features Text: [#1 Pediatrician recommended Brand] Now featured five packet of Pampers.,"Tag is featured. Man  Babies skin is absorbent."" He states her skin actually soak...diaper doesn't. Thats why he use Pampers. F-Annc mentions Pampers absorb quickly to trap and lock wetness away keeping your baby skin drier and healthier. The health of your a baby skin start with the Pampers there in.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22578125&mtid=1&ff=1,40979096.0,22578125,,2020-05-11,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-02,10,96801.0
G612 Cat Food,JM Smucker Co,Meow Mix,Meow Mix : Dry Cat Food,Make Them Happy,The only one cat asks for by name,,"A cat is featured. M-Annc Still the only one cat asks ... by name.""""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22287888&mtid=1&ff=1,40405430.0,22287888,,2020-03-30,15,* NATIONAL,BIG BANG THEORY,2020-01-06,7,96450.0
F611 Regular Beer & Ale,Boston Beer Co,Truly,Truly Lemonade : Hard Seltzer,100 Calories & 1 Gm Sugars 2,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22422978&mtid=1&ff=1,40662004.0,22422978,Non-Attributed Creative=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY,2020-02-02,13,95412.0
B532 Computer Software (Excl Games & Educ),Intuit Inc,Intuit,Intuit TurboTax Free Edition : Software,Tax Is Free 39,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22397900&mtid=1&ff=1,40608178.0,22397900,Non-Attributed Creative=Y|,2020-03-30,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-27,16,93334.0
D223 Bath Toiletries & Powders,Unilever,Dove,Dove Deep Moisture : Body Wash,Telling the Story,Proven lasting care for the skin you live in,,"Hip of a woman is featured along with text and logo. F-Annc Our skin tells a story."" Different people are featured sharing their stories. F-Annc mentions that stories that deserve the best care Dove body wash's new formula with skin-natural moisturizers work with your skin for lasting care so your skin can keep telling stories beautifully. Carmen Charlie Daniele Amber and Tracy are featured.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22468470&mtid=1&ff=1,40744404.0,22468470,Testimonial=Y|New Product=Y|,2020-04-06,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-10,7,89948.0
F319 Dairy Products & Substitutes: Comb & NEC,California Milk Producers Advisory Board,California Milk Advisory Board,California Milk Advisory Board : Dairy Products,Get the Real Dairy,LOOK FOR THE SEAL,,"A man is featured. F-Annc Enter the golden state."" She states enter the golden state with real California dairy.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22548402&mtid=1&ff=1,40907907.0,22548402,Ethnic Targeted: African American=Y|,2020-05-11,30,* NATIONAL,MODERN FAMILY,2020-02-24,7,89129.0
"G643 Pet Flea Collars, Shampoos & Topical Treatments",Boehringer Ingelheim Gmbh,Frontline,Frontline Plus : Flea & Tick Treatment,Trusted by Vets,,,"A dog and a cat is featured along with tag. M-Annc Protect your pet with the number one name in flea and tick protection."" He states Frontline Plus trusted by vets for nearly twenty years. Two packages are featured. Text: [FOR CATS] [FOR DOGS]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22537207&mtid=1&ff=1,40883740.0,22537207,,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-02-24,8,88126.0
D521 Cold & Sinus Remedies,Bayer AG Group,Claritin,Claritin Chewables : Allergy Remedy,Relief Your Worse Symptoms,Live Claritin Clear.,,"A woman is featured. M-Annc Feel the clarity of new non drowsy Claritin Cool Mint Chewables."" He states the only allergy products that relief your worse symptoms including itchy throat plus an immediate blast of cooling sensation. Feel the clarity and live Claritin clear.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22447611&mtid=1&ff=1,40706308.0,22447611,New Product=Y|,2020-03-30,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-02-03,5,85293.0
D551 Muscle Rubs & Liniments,Sanofi,Aspercreme,Aspercreme Triple Effect : Pain Reliever Rub,Get Your Relief Fast,,,"A man and a dog are featured along with the tag. F-Annc Doing the things we love can be painful.""  She states Aspercreme works to relief those pains and its triple effect provide targeted relief works in minutes lasts for hours and you can do what you love. Text: [LOVE HURTS]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22349832&mtid=1&ff=1,40519869.0,22349832,,2020-05-04,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-18,2,82039.0
D212 Mouthwashes & Breath Fresheners,Sanofi,Act,Act Anticavity : Fluoride Rinse,Preventing Cavities Up to 70%,STOP IMAGINING START ACTING,,"The logo is featured along with a woman. F-Annc  Imagine feeling fearless at the dentist."" F-Annc states imagine strengthening an amo. More Preventing Cavities 70% . Now Anti Cavity Protection in new Dye Free  Iced Formulas""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22421189&mtid=1&ff=1,40665858.0,22421189,New Product=Y|,2020-04-06,15,* NATIONAL,BIG BANG THEORY,2020-02-03,3,81900.0
D567 Prescription Medications NEC,Gilead Sciences,Gilead,Descovy : HIV Rx,No Title Assigned - #22501532,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22501532&mtid=1&ff=1,40806243.0,22501532,Non-Attributed Creative=Y|,2020-05-25,60,* NATIONAL,MODERN FAMILY,2020-02-14,2,80244.0
F611 Regular Beer & Ale,Anheuser-Busch InBev,Budweiser,Bud Light Seltzer : Hard Seltzer,100 Calories 26,,,No Description Available,Spanish,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22553663&mtid=1&ff=1,40922579.0,22553663,Non-Attributed Creative=Y|,2020-05-18,15,* NATIONAL,BIG BANG THEORY,2020-02-25,11,79629.0
F531 Chips,Pepsico Inc,Doritos,Doritos Flaming Hot : Tortilla Chips,It's Flaming Hot,,,"Post Limon is featured in a party. Text: [Introducing] M-Annc New Doritos Flamin' For Limon."" #POSTLIMON""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22396138&mtid=1&ff=1,40605554.0,22396138,New Product=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-27,14,78766.0
H331 Paper Towels,Koch Industries Inc,Sparkle,Sparkle : Paper Towels,Make Everything Shine,MAKE THE BRIGHT CHOICE,,"A woman is featured washing her hands. Woman No paper towels?"" Mascot states that's why Sparkle has 200 more sheets per pack than Bouncy. F-Annc states Sparkle now with 200 more sheets per pack.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22615262&mtid=1&ff=1,41052138.0,22615262,Comparative=Y|Mascot=Y|,2020-03-23,15,* NATIONAL,VOICE,2020-03-09,1,77900.0
B412 Medical & Dental Insurance,State Farm Mutual Auto Ins Co,State Farm,State Farm : Medical Insurance,Service Overview,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22504024&mtid=1&ff=1,40812211.0,22504024,Non-Attributed Creative=Y|,2020-03-23,15,* NATIONAL,BIG BANG THEORY,2020-02-16,10,77610.0
D111 Facial Skin Care,Johnson & Johnson,Neutrogena,Neutrogena Rapid Wrinkle Repair : Anti-Aging Facial Moisturizer,J. Garner:Results that Fast,,,"Jennifer Garner is featured. J.Garner Who has time for  wrinkles."" F-Annc states Neutrogena rapid wrinkle repair. They got the retinol that gives you results in one week. Not just any retinol. Accelerated Retinol SA for not only smoother skin in one day but younger looking skin in just one week and that's clinically proven. Results that fast or your money back. J.Garner states one week all it takes.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22628033&mtid=1&ff=1,41076215.0,22628033,Celebrity=Y|Spokesperson=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-10,7,77423.0
F221 Cold Cereals,Kellogg Co,Kelloggs,Special K : Various Cereals,Keep Taste Real/Product Package & Green Tag,You can't fake delicious.,Now the product packaging has changed and a green tag is featured on the product in the last frame.,"Strawberries are featured with tag in the background. F-Annc You can't fake the goodness of real strawberry the crunch of real almond how chocolatey chunk tastes in cold milk."" She states that they keep is real because one cannot fake delicious. The flavours of Red Berries Chocolatey Delight and Vanilla Almond are featured.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22467697&mtid=1&ff=1,40741868.0,22467697,,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-09,11,77399.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,ADOPT US KIDS/PSA,ADOPT US KIDS/PSA,No Title Assigned - #22011644,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22011644&mtid=1&ff=1,39833722.0,22011644,Non-Attributed Creative=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY,2020-03-14,5,76740.0
"T119 Light Trucks, Eurpn&NEC Factory: Sls&Lsg",Tata Motors Ltd,Land Rover,Land Rover Range Rover Evoque Leasing : European SUV : Sales Event,It's Time to Own the Adventure Savings,ABOVE & BEYOND,,"A dog is featured watching a Land Rover Range on the street from a house. The dog is featured traveling in that vehicle. M-Annc The Range Rover Evoque."" He mentions that the Own the Adventure Sales Event is happening now. Text: [2020 RANGE ROVER EVOQUE] [$389/MO] [OWN THE] [ADVENTURE] [SALES EVENT]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22548658&mtid=1&ff=1,40929103.0,22548658,Sale=Y|Price Point=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-02-24,7,75643.0
"D321 Non Medicated Shampoos, Conditioners & Rinses (Hair)",Unilever,Suave,Suave Professionals : Various Shampoos,Visibly Repair with Coconut Oil,,,"A woman is featured. F-Annc Try Suave professionals collection."" She states dull hair shine with Moroccan infusion. Frizzy smooth with keratin infusion. Damaged visibly repair with coconut oil infusion. Scientifically proven real life results.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22493613&mtid=1&ff=1,40793175.0,22493613,Bilingual Creative=Y|,2020-03-23,15,* NATIONAL,EMPIRE | MODERN FAMILY,2020-02-12,18,75550.0
B422 Automobile Insurance,Progressive Corp,Progressive,Progressive : Auto Insurance,Save Much More,,,"A man is featured holding a sign board. Man 2 Know what's good about this."" He mentions that Man 1 sign pointing at his sign so people are looking at his sign. F-Annc mentions switch to progressive and you can save 100s.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22469199&mtid=1&ff=1,40746586.0,22469199,,2020-05-11,30,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY,2020-02-10,7,74355.0
B422 Automobile Insurance,Progressive Corp,Progressive,Progressive : Auto Insurance,Save a lot More,,,"A man is featured holding a placard. Woman Hi can you tell how to get to I-70 please?"" F-Annc states switch to progressive and you save hundreds. Text: [LOCAL AGENT] 1-800-PROGRESSIVE PROGRESSIVE.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22421516&mtid=1&ff=1,40662548.0,22421516,,2020-05-18,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-02,6,73443.0
V345 Food Stores & Supermarkets (Chain),Amazon.com Inc,Whole Foods Market,Whole Foods Market : Food Store (Chain),Organic Product for Healthy Meal,Thats what makes us whole.,,"Apples are featured with tag. M-Annc Our product standards are more than a level."" He states that it's a promise that every fruit on your table is chosen by someone who thinks farmers rules and supported organic before it was cool. It's mighty high standard in that salad bowl. Because thats what makes them whole.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22509156&mtid=1&ff=1,40820306.0,22509156,Animated=Y|,2020-05-11,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-17,14,73323.0
B429 Insurance: Comb Copy & NEC,Progressive Corp,Progressive,Progressive : Various Insurance,Agents Discusses Saving Money 112,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22282318&mtid=1&ff=1,40386915.0,22282318,Non-Attributed Creative=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-01-04,9,72488.0
G321 Quick Serve Restaurants,Roark Capital Group,Sonic Restaurant,Sonic Restaurant : General Promotion - QSR,Get the Food You Want,THIS IS HOW WE SONIC,,"A house is featured. F-Annc In thirsty Arkansas the young man desire loving for the first time but his girlfriend doesn't...here."" She states in Kyle Texas after a mission for tots cousin realize they are in a long way form Kyle Texas. One day many people millions of order.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22543612&mtid=1&ff=1,40905544.0,22543612,,2020-05-25,30,* NATIONAL,BIG BANG THEORY,2020-02-27,5,72385.0
F314 Dairy Product Substitutes,Nestle Sa,Coffee-Mate,Coffee-Mate : Liquid Non-Dairy Creamer,Get a Perfect Cup of Coffee/Sugar Free,Coffee's perfect mate,Now features Text: [SUGAR FREE],"Tag is featured. Man Oh hello did you know that Coffee-Mate is triple churned and two times richer than milk for one perfect cup of coffee."" He states he knows about Coffee-Mate.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22360297&mtid=1&ff=1,40532948.0,22360297,,2020-05-11,15,* NATIONAL,BIG BANG THEORY,2020-01-13,9,70301.0
D211 Toothpaste & Whiteners,Glaxosmithkline Plc,Sensodyne,Sensodyne Pro Namel : Toothpaste,Protect Your Enamel: A. Moscowitz,Protects enamel for STRONG HEALHTY TEETH,,"Text is featured. Dr Aaron Moscowitz is featured. A. Moscowitz A lot of the healthy foods that our patients eat and drink are very acidic and aren't necessarily great for your teeth."" When patients eat and drink acidic food they are actually pulling out the minerals from the enamel which overtime can cause sensitivity and lot of people see their teeth turning yellow. Using Pro Namel will help pushed the mineral back into the enamel. He recommend Pro Namel to his patients when they brush their teeth. Pro Namel should be their everyday toothpaste.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22288695&mtid=1&ff=1,40404783.0,22288695,Spokesperson=Y|,2020-04-13,30,* NATIONAL,BIG BANG THEORY,2020-01-06,4,67411.0
D269 Deodorants & Antiperspirants General Promotion,Procter & Gamble Co,Secret,Secret : Various Antiperspirants/Deodorants,Sweat Better All the Day,ALL STRENGTH NO SWEAT,,Music & Text Only-No Words Spoken. A women along with text is featured. Text: [DON'T SWEAT] [TAKING THE] [SPOTLIGHT] [MAKING] [A SCENE] [CALLING] [THE SHOTS] [NOTHING] [FIGHTS] [SWEAT] [BETTER] [ALL STRENGTH] [NO SWEAT],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22324361&mtid=1&ff=1,40472575.0,22324361,,2020-04-27,15,* NATIONAL,MODERN FAMILY | VOICE,2020-01-26,8,65962.0
D211 Toothpaste & Whiteners,Procter & Gamble Co,Crest,Crest Pro-Health Pro Active Defense : Toothpaste,Future Proof Smile,Healthy beautiful smiles for life,,"A Product is featured. F-Annc New Crest Pro Active Defense."" You're doing more to keep your body healthy for the future. She states that your toothpaste should do the same for your mouth. Future - proof your whole mouth with new Crest Care Active Defense. It's active defense technology neutralizes bacteria to shield against potential issues.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22615012&mtid=1&ff=1,41066345.0,22615012,New Product=Y|,2020-04-20,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-09,13,65682.0
D111 Facial Skin Care,Kao Corp,Biore,Biore Deep Cleansing Charcoal : Facial Cleanser : Strips,Trusted Brand for Blackhead Remover,That's how Biore does different.,,"Tag and text are featured. Text: [WARNING] [Oddly satisfying content ahead.] F-Annc Don't say we didn't warn you."" Text: [Biore patented technology...] [not to skin] [#1 TRUSTED] [BLACKHEAD] [REMOVER*]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22476108&mtid=1&ff=1,40786094.0,22476108,,2020-04-06,15,* NATIONAL,MODERN FAMILY | VOICE,2020-02-10,3,63270.0
F323 Vegetables,Conagra Brands Inc,Birds Eye,Birds Eye Steamfresh : Frozen Vegetables,83% Fewer Carbs Than Rice,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22325956&mtid=1&ff=1,40471307.0,22325956,Non-Attributed Creative=Y|,2020-04-06,15,* NATIONAL,VOICE,2020-01-13,1,62100.0
D571 Smoking Deterrents,Glaxosmithkline Plc,Nicoderm,Nicoderm CQ Stop Smoking Patch & Nicorette Anti-Smoking Products : Combo,Effective Craving Relief,,,"A man is featured. F-Annc Let's be honest."" She states that quitting smoking is hard like quitting every Monday hard. Quitting feels so big. So try making it smaller and you will be surprised you easily starting small can lead something big. Start stopping with Nicorette. Text: [Proven to help you quit.] [Effective craving relief.]  Nicorette.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22548852&mtid=1&ff=1,40915158.0,22548852,,2020-04-13,15,* NATIONAL,VOICE,2020-02-24,1,62100.0
D261 Spray Deodorants & Antiperspirants,Unilever,Degree,Degree For Men Advanced Protection : Spray Antiperspirant/Deodorant,Get Cleaner Feel,It Won't Let You Down.,,"The logo of Degree is featured. M-Annc In a world where we expect instant."" He states new Degree advanced protection dry spray goes on instantly dry for a cleaner feel. 72 hours protection in an instant.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22578362&mtid=1&ff=1,40977014.0,22578362,New Product=Y|,2020-05-04,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-02,10,61665.0
F531 Chips,Pepsico Inc,Doritos,Doritos : Tortilla Chips,S. Elliott: Chips Got Cooler,,,"Sam Elliott is featured. S. Elliott Got to move cowboy"". LIL Nas X is featured in cowboy suit. S. Elliott states Doritos cool ranch just got cooler. #COOLRANCHDANCE""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22431902&mtid=1&ff=1,40680673.0,22431902,Celebrity=Y|Spokesperson=Y|Hashtag=Y|,2020-05-25,30,* NATIONAL,MODERN FAMILY,2020-02-03,5,61437.0
"V219 Car & Truck Dlrs, Sales & Lsg: Comb&NEC",CarMax Inc,CarMax Local Dealer,Carmax Auto Superstore : Local Auto Dealer,No Title Assigned - #22265711,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22265711&mtid=1&ff=1,40361371.0,22265711,Non-Attributed Creative=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY,2020-01-14,4,61392.0
V241 Automotive Repair Services,Sumitomo Corp,Midas Muffler Shops,Midas Muffler Shops : Auto Repair Service,Get everything at $29.99,,,"Two men are featured. Man 1 Picking Midas."" He states that people should know we can service their whole car. Man 2 mentions tires brakes oil everything. F-Annc states now get an oil change tire rotation brake check and more with their maintenance package just $29.99. midas.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22574479&mtid=1&ff=1,40966346.0,22574479,Price Point=Y|,2020-03-23,15,* NATIONAL,BIG BANG THEORY,2020-03-01,8,61392.0
B223 Wireless Telecom Providers,AT&T Inc,AT&T,AT&T : Consumer Wireless Service,Experience 5G on America's Best Network,,,"A couple is featured in a restaurant along with other people. Man Question for you?"" He wants to know if she would make him the happiest man in the world. Woman takes time in replying to his question. F-Annc states that when it comes to response time just ok is not ok. That's why AT&T is building it's 5G on America's best network.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22621730&mtid=1&ff=1,41064469.0,22621730,Service 5G=Y|,2020-03-23,30,* NATIONAL,BIG BANG THEORY,2020-03-09,4,61392.0
F512 Chocolate Candy Bars,Ferrero SpA,Kinder,Kinder Bueno : Chocolate Bar,Get the Best Chocolate,Life Gets Bueno,,"A store is featured. M-Annc New Kinder Bueno."" He states it's crispy and creamy. Smooth milk chocolate with crispy wafer and creamy hazelnut filling. It's not the average chocolate bar.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22466200&mtid=1&ff=1,40740043.0,22466200,New Product=Y|,2020-05-11,30,* NATIONAL,BIG BANG THEORY | VOICE,2020-02-09,5,61056.0
V290 Automotive Dealers & Services: Comb&NEC,IHS Markit Ltd,Carfax,Carfax.com : Online,Never Have To Over Pay On Used Cars 125,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22620715&mtid=1&ff=1,41062003.0,22620715,Non-Attributed Creative=Y|,2020-03-23,30,* NATIONAL,MODERN FAMILY,2020-03-10,1,60700.0
V345 Food Stores & Supermarkets (Chain),Amazon.com Inc,Whole Foods Market,Whole Foods Market : Food Store (Chain),Fresh Caught Fish Makes Story,That's what makes us whole.,,"Hand is featured sprinkle herbs on grilled fish. M-Annc What if you could go into the past back before the fishing line is cast?"" He states that you know the story of all the fish they sold.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22579475&mtid=1&ff=1,40977714.0,22579475,Animated=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-02,11,59948.0
B329 Organization Advertising: NEC,Paper & Packaging Board,Paper & Packaging Board,Paper & Packaging Board : Organization,How Life Unfolds 154,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22616981&mtid=1&ff=1,41055207.0,22616981,Non-Attributed Creative=Y|,2020-04-27,30,* NATIONAL,MODERN FAMILY | VOICE,2020-03-09,9,59867.0
H422 Heavy Duty Laundry Detergents,Procter & Gamble Co,Tide,Tide Ultra Oxi : Liquid Laundry Detergent,Pay for Clean,IIt's Got to Be Tide,,"A woman and a man are featured sitting on a couch. Woman When our daughter and her kids moved in with us our Bargain detergent couldn't keep up.""  Woman states that they switched back to Tide. She states that one wash and stains are gone. M-Annc states not to pay for water. He states that pay for clean""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22395622&mtid=1&ff=1,40605531.0,22395622,Comparative=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-02-03,12,59467.0
B111 Credit Cards,Discover Financial Services,Discover,Discover Card : Personal Credit Card,No Annual Fee,,,"Mike Myers is featured. M. Myers How about no?"" Alicia Silverstone  Jack Black  John Candy  Matthew Perry are featured. Text: [DOES] [DISCOVER] [CHARGE] [ANNUAL] [FEES?] M-Annc states only Discover has no annual fee on any card. Discover.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22427214&mtid=1&ff=1,40669667.0,22427214,Celebrity=Y|,2020-04-13,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-02-03,12,58604.0
"H353 Deodorizers, Air Fresheners & Purifiers",Procter & Gamble Co,Febreze,Febreze Small Spaces : Air Freshener,No Title Assigned - #22285533,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22285533&mtid=1&ff=1,40393856.0,22285533,Non-Attributed Creative=Y|,2020-04-06,15,* NATIONAL,BIG BANG THEORY,2020-01-17,7,57528.0
B313 Foreign & U.S. Government,Us Govt,US Census Bureau,US Census Bureau : US Government,Census 2020 257,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22640342&mtid=1&ff=1,41102416.0,22640342,Non-Attributed Creative=Y|,2020-03-30,15,* NATIONAL,EMPIRE,2020-03-14,1,56600.0
H417 Dishwasher & Dishwashing Detergents NEC,Procter & Gamble Co,Dawn,Dawn Ultra Platinum Powerwash : Dishwashing Spray,Faster Way to Clean,,,"A couple is featured in the kitchen. F-Annc You try to stay ahead of the mess but scrubbing still takes time."" She states now there's new Dawn Powerwash dish spray. It's the faster way to clean as you go just spray wipe and rinse. It cleans grease 5 times faster. She mentions spray wipe rinse. Text: [REFILLS AVAILABLE]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22426551&mtid=1&ff=1,40668087.0,22426551,New Product=Y|,2020-05-11,15,* NATIONAL,BIG BANG THEORY,2020-02-03,7,55823.0
D531 Digestive Aids & Antacids,Pfizer Inc,Nexium,Nexium 24 HR : Heartburn Control Capsules,Providing 24 Hour Protection,Imagine 24 HRs without heartburn,,"Tag is featured. M-Annc Before Nexium 24HR Ana could only imagine a comfortable night sleep without frequent heartburn waking her up."" He states Nexium 24HR stops acid before it starts for all day all night protection.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22508293&mtid=1&ff=1,40819269.0,22508293,,2020-05-04,15,* NATIONAL,MODERN FAMILY,2020-02-17,9,53807.0
F611 Regular Beer & Ale,Boston Beer Co,Samuel Adams,Samuel Adams Boston : Lager,No Better Time Than Now 3,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22514855&mtid=1&ff=1,40836967.0,22514855,Non-Attributed Creative=Y|,2020-03-30,15,* NATIONAL,BIG BANG THEORY,2020-02-17,7,53718.0
B422 Automobile Insurance,Progressive Corp,Progressive,Progressive : Auto & Homeowners Insurance,Smash Mouth: Enjoy the Halftime Show,,,"Flo and a couple are featured. Flo You know new customer save over a thousand dollars on average when they bundle home and auto with Progressive."" Smash Mouth is featured performing the song All Star. Even renters can bundle and save. 1-800-PROGRESSIVE PROGRESSIVE.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22408916&mtid=1&ff=1,40631590.0,22408916,Celebrity=Y|Spokesperson=Y|,2020-04-27,30,* NATIONAL,BIG BANG THEORY,2020-02-05,3,53661.0
B532 Computer Software (Excl Games & Educ),Microsoft Corp,Microsoft,Microsoft Teams : Software,Unleash The Power 44,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22631560&mtid=1&ff=1,41083397.0,22631560,Non-Attributed Creative=Y|,2020-03-23,30,* NATIONAL,MODERN FAMILY,2020-03-11,6,52170.0
V135 Optical Goods & Services,National Vision Inc,Americas Best Contacts & Eyeglasses,Americas Best Contacts & Eyeglasses : Optical Services,$69.95 2 Pairs & Exam 281,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22400701&mtid=1&ff=1,40613583.0,22400701,Non-Attributed Creative=Y|,2020-03-23,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-01-28,9,52018.0
