CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
"V139 Beauty, Health & Medical Svcs: Comb&NEC",HOME INSTEAD SENIOR CARE,Home Instead Senior Care,Home Instead Senior Care,Care Overview 45,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22791765&mtid=1&ff=1,41425029.0,22791765,Non-Attributed Creative=Y|,2020-05-11,15,* NATIONAL,MODERN FAMILY,2020-04-20,1,6560.0
"V139 Beauty, Health & Medical Svcs: Comb&NEC",HOME INSTEAD SENIOR CARE,Home Instead Senior Care,Home Instead Senior Care,24-Hour Care 92,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22792319&mtid=1&ff=1,41426092.0,22792319,Non-Attributed Creative=Y|,2020-05-11,15,* NATIONAL,MODERN FAMILY,2020-04-20,1,6560.0
D543 Nutritional Supplements,Abbott Lab,Glucerna,Glucerna Hungersmart : RTS Shakes,It's the Sweet and Simple One/Nutrients,EVERYDAY PROGRESS,Now M-Annc states with nutrients to help support imune health.,"A man is featured finding a food item on the shelf. Man Is that..."" M-Annc mentions that snacking should be sweet and simple. He mentions that the delicious taste of Glucerna gives you the sweetness you crave while helping you manage your blood sugar.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22846769&mtid=1&ff=1,41544704.0,22846769,,2020-05-11,15,* NATIONAL,MODERN FAMILY,2020-05-04,1,6560.0
G321 Quick Serve Restaurants,Roark Capital Group,Sonic Restaurant,Sonic Queso Burger : Burger Product,Enjoy the Burger,,,"A family is featured inside a car. Man Now I think I can make this at home for $3.99."" Child states that you have to buy all the ingredients that he is listing. Text: [QUESO] [BURGER] [LIMITED] [TIME ONLY] [ORDER] [AHEAD] [IN THE APP]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22847090&mtid=1&ff=1,41545366.0,22847090,Price Point=Y|Mobile Apps=Y|,2020-05-04,15,* NATIONAL,MODERN FAMILY,2020-05-04,1,6560.0
V499 Department Store General Promotion,Macys Inc,Macys,Macys : Sales Announcement,Time for Great Savings,,,"Chairs and tables are featured in outdoor. F-Annc It's Macy's Memorial Day Sale."" She states to get 40% to 70% off specials like refreshing home updates or beautiful designed on gemstones collections and more. Star Rewards members can earn rewards even faster during Star Money Bonus Days. macys.com/starmoney MACYS.COM/STORES""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22904672&mtid=1&ff=1,41670878.0,22904672,Sale=Y|Holiday: Memorial Day=Y|Loyalty/Rewards=Y|,2020-05-18,15,* NATIONAL,MODERN FAMILY,2020-05-17,1,6560.0
"B451 Real Estate Agents, Agencies & Brokers",National Assn Of Realtors,Realtor.com,Realtor.com : Online,Homes for the Real of Us,The Home of Home Search,,"Dancing man is featured M-AnncHere is the dancing like nobody is watching."" Woman states hi Beck They can see him. Text : [Homes] [for the] [real of us] realtor.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22922954&mtid=1&ff=1,41705140.0,22922954,,2020-05-18,15,* NATIONAL,MODERN FAMILY,2020-05-21,1,6560.0
"H353 Deodorizers, Air Fresheners & Purifiers",Reckitt Benckiser Plc,Airwick,Airwick : Scented Oil,Long Lasting Fragrance,Connect to Nature,,"Logo is featured. F-Annc AirWick."" She states that crafting their authentic fragrances begins with ingredients from the earth like natural essential oils for fragrance day after day up to 60 days.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22934063&mtid=1&ff=1,41727882.0,22934063,,2020-05-25,15,* NATIONAL,MODERN FAMILY,2020-05-25,1,6560.0
"B451 Real Estate Agents, Agencies & Brokers",National Assn Of Realtors,Realtor.com,Realtor.com : Online,No Worry with Dancing,The Home of Home Search,,"A man is featured dancing in the house. M-Annc Here's to dancing like nobody is watching."" A woman from his web video call notified him they can see him. Text: [Homes] [for the] [real of us.]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22922688&mtid=1&ff=1,41732792.0,22922688,COVID19 Related=Y|,2020-05-25,15,* NATIONAL,MODERN FAMILY,2020-05-21,1,6560.0
H422 Heavy Duty Laundry Detergents,Procter & Gamble Co,Gain,Gain Ultra Flings : Laundry Detergent Packs,Really good Scents,SERIOUSLY GOOD SCENT,,"A man and a woman is featured Placing a blanket on a bed. M-Annc When the Murray's started using Gain Ultra Flings it's on love with it's irresistible scents."" He states their dog likes it too. new Gain Ultra Flings with two times oxy ... febreeze.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22743697&mtid=1&ff=1,41331834.0,22743697,New Product=Y|,2020-04-27,15,* NATIONAL,MODERN FAMILY | VOICE,2020-04-13,3,6525.0
"V851 Crafts, Hobbies, Sporting Goods & Toys-Direct Response",Allstar Products Group,Simply Fit Board,Simply Fit Board : Exerciser DR,"Free Workout DVD, Risk Free Guarantee 21",,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22714606&mtid=1&ff=1,41263146.0,22714606,Non-Attributed Creative=Y|,2020-04-27,120,* NATIONAL,VOICE,2020-04-04,2,6352.0
V376 Home Centers & Hardware Stores,Home Depot Inc,Home Depot,Home Depot Home Center : Home Center/Hardware Store,"Help to Count On/Samsung, $678",How doers get more done.,Now M-Annc states Go online now it has special buy savings like Samsung Top Load Laundry Pair. text: [$678 EACH],"A woman is featured going through the site at tab. M-Annc If you need a new appliance now no matter what kind of appliance you need The Home Depot has the help you can count on."" He states to complete your entire order online check ratings and reviews schedule the free delivery and get the appliance you need without leaving the home. Go online to get  special buy savings like the featured LG Stainless Steel Refrigerator. Text: [$1198]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22778807&mtid=1&ff=1,41402935.0,22778807,Sale=Y|Co-Op=Y|Price Point=Y|COVID19 Related=Y|,2020-04-27,30,* NATIONAL,EMPIRE | MODERN FAMILY,2020-04-16,2,6250.0
V376 Home Centers & Hardware Stores,Home Depot Inc,Home Depot,Home Depot Home Center : Home Center/Hardware Store,Things You Need Most,How doers get more done.,,"A family of three is featured in the kitchen. M-Annc Every home has things it needs."" He states things that need to be maintained fixed or replaced. They have online order free delivery and the low prices to help you get it done.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22791871&mtid=1&ff=1,41429123.0,22791871,,2020-04-27,15,* NATIONAL,EMPIRE | MODERN FAMILY,2020-04-20,3,6037.0
V151 Legal Services,Goldwater Law Firm PC,Goldwater Law Firm,Goldwater Law Firm/Rx Drugs : Legal Services-Rx Drugs,No Title Assigned - #22816848,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22816848&mtid=1&ff=1,41478116.0,22816848,Non-Attributed Creative=Y|,2020-04-27,60,* NATIONAL,EMPIRE,2020-04-26,8,5950.0
G513 Online & Mobile Games,Activision Blizzard Inc,Candy Crush,Candy Crush Game : Mobile App,Play Now 71,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22688344&mtid=1&ff=1,41197674.0,22688344,Non-Attributed Creative=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-03-23,1,5920.0
G321 Quick Serve Restaurants,Wendys Co,Wendys Restaurant,Wendys Frosty : Beverage Product,We Could All Use One,We GOT YOU,,Music & Text Only-No Words Spoken. A frosty is featured. Text: [RIGHT NOW] [WE'RE GIVING AWAY] [A FREE JR FROSTY] [WITH ANY ORDER] [BECAUSE HONESTLY] [WE COULD ALL USE ONE] [DRIVE THRU + DELIVERY],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22703015&mtid=1&ff=1,41227273.0,22703015,,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-29,2,5920.0
G713 Lawn & Garden Fertilizers & Seed Trtmnts,Scotts Miracle-Gro Co,Scotts,Scotts Turf Builder Triple Action : Lawn Treatments,"Backyard Is Back/Scene,Audio,Text,Website",THIS IS A SCOTTS YARD,Some scenes are changed. Last scene are changed. M-Annc states get everything you need for spring at the website. Website has been featured now. Text: [ORDER ONLINE] SCOTTS.COM,"A couple is featured in their backyard. Man We're finally back out in our yard and so are they."" M-Annc states of triple threat of dandelion lurking crab grass and weak thin grass. He then introduces Scotts Turf Builder Triple Action. It kills weeds prevents crab grass for up to 4 months and feeds so grass can thrive. All guaranteed.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22713353&mtid=1&ff=1,41263209.0,22713353,New Product=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-04-01,1,5920.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,NBC/The More You Know/PSA,NBC/The More You Know/PSA : Public Service Announcement,No Title Assigned - #22720899,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22720899&mtid=1&ff=1,41274874.0,22720899,Non-Attributed Creative=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-04-02,1,5920.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,NBC/The More You Know/PSA,NBC/The More You Know/PSA : Public Service Announcement,No Title Assigned - #22722015,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22722015&mtid=1&ff=1,41276647.0,22722015,Non-Attributed Creative=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-04-02,1,5920.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,CDC Centers For Disease Control/PSA,CDC Centers For Disease Control/PSA,No Title Assigned - #22725872,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22725872&mtid=1&ff=1,41284997.0,22725872,Non-Attributed Creative=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-04-03,1,5920.0
H532 Pre-Recorded Video,Comcast Corp,Trolls World Tour,Trolls World Tour : Video,Behold the Music/ Friday,,M-Annc now states Friday.,"Animated Character is featured. Male Character Behold."" Scenes from the video are featured. M-Annc states Trolls World Tour rated PG the world premier is in your home April 10th. Text: [AT HOME ON DEMAND] is featured. watchtrolls.com.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22727892&mtid=1&ff=1,41290004.0,22727892,On Demand=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-04-04,1,5920.0
H532 Pre-Recorded Video,Comcast Corp,Trolls World Tour,Trolls World Tour : Video,Watch the World Premier,,,"Characters are featured in ferno. Character I'm going to turn pop techno funk and country into rock zombie."" Various scenes from the movie is featured. M-Annc states that the movie is rated PG and watch it in world premier in home Friday. Text: [AT HOME ON DEMAND] WATCHTROLLS.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22728629&mtid=1&ff=1,41291105.0,22728629,On Demand=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-04-04,1,5920.0
H532 Pre-Recorded Video,Walt Disney Co,Star Wars The Rise Of Skywalker,Star Wars The Rise Of Skywalker : Video,Don't Miss the Epic Conclusion,,,"Tag of Lucasfilm is featured. Man Hold on!"" Text: [DON'T MISS] [THE EPIC CONCLUSION] Scenes are featured from the movie. M-Annc states Star Wars The Rise Of Skywalker on Blu-Ray Tuesday now on digital.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22703802&mtid=1&ff=1,41225525.0,22703802,,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-03-28,2,5871.0
V153 Rental Services,Rent-A-Center Inc,Rent-A-Center,Rent-A-Center,Online Ordering to Curbside Pickup to Drop Off,,,"Logo is featured within a circle of two colors. M-Annc At Rent-A-Center we're here to provide our community with the essential items they need safely."" Text: [FURNITURE] [APPLIANCES] [ELECTRONICS] [COMPUTERS] He states that from appliances which keep you going to computers and phones to keep you connected. He states that with online ordering curbside pickup and doorstep drop off Rent-A-Center is here for you. RENTACENTER.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22718105&mtid=1&ff=1,41269258.0,22718105,Direct Response=Y|Curbside Pickup=Y|COVID19 Related=Y|,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-04-02,2,5871.0
G810 Colleges & Universities,Apollo Education Group Inc,University Of Phoenix,University Of Phoenix : Online,Online But Not On Your Own 2,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706656&mtid=1&ff=1,41231085.0,22706656,Non-Attributed Creative=Y|,2020-04-13,15,* NATIONAL,MODERN FAMILY,2020-03-30,2,5822.0
"T115 Cars&Lt Trucks, Asian Factory: Sls&Lsg",Honda Motor Co Ltd,Honda,Honda : General Promotion - Asian Autos & Trucks,It's Time to Believe in Power of Dreams,,,"A road is featured viewed from a moving vehicle along with text. M-Annc Honda has always believed in the power of dreams."" He mentions that right now they believe in the power of something greater the power of being there for those who need it most. He mentions that the way we'll get through is by remembering to care for each other. He mentions never to forget the power of dreams.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22713101&mtid=1&ff=1,41265394.0,22713101,COVID19 Related=Y|,2020-03-30,15,* NATIONAL,MODERN FAMILY,2020-04-01,2,5822.0
G322 Pizza Restaurants & Delivery Services,Yum Brands Inc,Pizza Hut Restaurant,Pizza Hut Restaurant : General Promotion - Pizza Restaurant,Pizza for Work from Home/Text,,Text:[WE'RE OPEN] is open.,"Text is featured along with logo. M-Annc If you have to  work from and teach from home then we should taken to able pizza from home too."" He states right now get Pizza Hut best delivery deal. Large pizza up to three toppings which is $9.99. Available carry out or ask about contact less delivery at PIZZAHUT.COM. Text: [ORDER AT] PIZZAHUT.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22730428&mtid=1&ff=1,41293358.0,22730428,Direct Response=Y|Price Point=Y|COVID19 Related=Y|,2020-04-13,15,* NATIONAL,MODERN FAMILY,2020-04-05,2,5822.0
D511 Pain Remedies,Johnson & Johnson,Tylenol,Tylenol : Corporate Promotion,Stay Home for Them,,,Music & Text Only-No Words Spoken. Text is featured followed by a man and girl doing exercise. Text: [Stay Healthy.] [Stay Together.] [Stay Safe.] [But Most Importantly] [Stay Home. For Them.] [For Each Other.] [Learn more about how TYLENOL is supporting] [health care professionals at] Tylenol.com/StayHome,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22733122&mtid=1&ff=1,41301990.0,22733122,Corporate Image=Y|COVID19 Related=Y|,2020-04-13,15,* NATIONAL,MODERN FAMILY,2020-04-06,2,5822.0
"D181 Women's Scents, Fragrances, Perfumes",Procter & Gamble Co,Secret,Secret : Body Spray Women,Never Smell Of Fear 2,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22733916&mtid=1&ff=1,41302079.0,22733916,Non-Attributed Creative=Y|,2020-04-06,15,* NATIONAL,MODERN FAMILY,2020-04-06,2,5822.0
V837 Drug & Toiletry-Direct Response: NEC,Tivity Health Inc,Nutrisystem,Nutrisystem Inc : Weight Loss Program DR,M. Osmond: Lose ... off/763-THIN,,Phone number has changed to 888-763-THIN.,"Marie Osmond is featured along with website tag and phone number. M.Osmond Introducing new personal plans from Nutrisystem."" She states lose up to 18 pounds and 10 inches overall in your first two months guaranteed. M-Annc states to order your 28 day program right now and save 50%. That's 50% off every program until you reach your goal. She mentions lose weight and learn to keep it off. Your first 18 pounds gone. Go online or call to save 50% plus get probiotic shakes free. Text: [50%] [OFF!] [LIMITED] [TIME] [OFFER] 888-995-THIN nutrisystem.com/50""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22766859&mtid=1&ff=1,41371743.0,22766859,Celebrity=Y|Direct Response=Y|Sale=Y|Spokesperson=Y|New Product=Y|Gift with Purchase=Y|,2020-04-20,30,* NATIONAL,MODERN FAMILY,2020-04-13,2,5822.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,NBC/The More You Know/PSA,NBC/The More You Know/PSA : Public Service Announcement,No Title Assigned - #22784890,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22784890&mtid=1&ff=1,41410147.0,22784890,Non-Attributed Creative=Y|,2020-04-20,15,* NATIONAL,MODERN FAMILY,2020-04-20,2,5822.0
G323 Casual Dining Restaurants,Wingstop Inc,Wing Stop Restaurant,Wing Stop Restaurant : Casual Dining Restaurant,Get It Delivered Today/Audio,WHERE FLAVOR GETS ITS WINGS,M-Annc states that get free delivery for limited time at WINGSTOP.COM. Legalese has changed.,"A piece of chicken wing along with some pieces of lemons are featured. M-Annc Are you ready to sink your teeth into a lemon peppery sweet and spicy Korean cute-astic Mango Habanero..."" Man continues with Mango Habanero master class and all things wings. M-Annc adds get it delivered today. Text: [OPEN FOR] [DELIVERY] [& CARRYOUT] WINGSTOP.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22855509&mtid=1&ff=1,41562836.0,22855509,,2020-04-13,15,* NATIONAL,MODERN FAMILY,2020-03-24,2,5822.0
H331 Paper Towels,Procter & Gamble Co,Bounty,Bounty : Paper Towels,Clean the Mess/Legalese,The Quicker Picker Upper,Legalese is no longer featured.,"A family is featured at a table. Man 1 You got it?"" M-Annc states the quicker picker upper. Bounty picks up messes quicker and one Bounty selective style sheet absorbs more than a full sheet of a leading ordinary brand.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=20905317&mtid=1&ff=1,37454713.0,20905317,Comparative=Y|,2020-04-06,30,* NATIONAL,MODERN FAMILY,2020-04-06,1,5821.0
B912 Employment Recruitment: Clsfd/Excl Agate,Us Govt,US Department Of Defense,US Department Of Defense : Recruitment,"Army, Marine Corps, Navy 148",,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22692024&mtid=1&ff=1,41206159.0,22692024,Non-Attributed Creative=Y|,2020-04-06,30,* NATIONAL,MODERN FAMILY,2020-03-23,1,5821.0
G321 Quick Serve Restaurants,Chick-Fil-A Inc,Chick-Fil-A Restaurant,Chick-Fil-A Restaurant : General Promotion - QSR,Take Good Care of Each Other,,,"Tag is featured. F-Annc At Chick Fill we know a little things like staying in can make a big difference."" She states that's why it's their pleasure to come to the people with delivery right at the door. She states people to order through the Chik Fil A app if possible or with their delivery partners like Doordash Uber Eats and Grubhub. They can't wait to serve people. Now more than ever the little things can make a big difference like contactless payments through Chick Fil A app. She states people to place an order and to take the delivery from curbside and in the mean time people should take a good care of each other . #thelittlethings""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22702878&mtid=1&ff=1,41224046.0,22702878,Hashtag=Y|Curbside Pickup=Y|COVID19 Related=Y|,2020-04-13,30,* NATIONAL,MODERN FAMILY,2020-03-28,1,5821.0
V159 Misc Services: Comb Copy & NEC,Amazon.com Inc,Amazon,Amazon Prime : Online,Enjoy Great Stories,,,"A woman is featured. Woman It is source of my energy."" Movie scenes are featured. Text: [LOVE] [LAUGHTER] [WE ALL HAVE A PLACE] [FOR GREAT STORIES] [NOW STREAMING] [ONLY ON] [prime video] [Start your 30-day free trail]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22711505&mtid=1&ff=1,41252506.0,22711505,,2020-03-30,20,* NATIONAL,MODERN FAMILY,2020-04-01,1,5821.0
"B260 Communications Companies, Corporate",Verizon Communications Inc,Verizon,Verizon Communications : Corporate Promotion,Play It Forward For Small Business,,,Music & Text Only-No Words Spoken. Text is featured along with road and buildings. Text; [We all need small businesses.] [And right now they need us.] [To order to-go] [To buy gift cards] [To shop local online] [Verizon presents] [ PlayItForward LIVE] [Weekly livestreams from big names] [to play it forward for small businesses.] [Every Tuesday and Thursday] [on @Verizon's Twitter] [8pmET/  5pmPT] [on Fios Channel 501] [on Twitch] [on Yahoo],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22711668&mtid=1&ff=1,41255396.0,22711668,Small Business=Y|Sponsorship=Y|Social Media: Twitter=Y|Gift Card=Y|COVID19 Related=Y|,2020-04-20,30,* NATIONAL,MODERN FAMILY,2020-03-31,1,5821.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,NBC/The More You Know/PSA,NBC/The More You Know/PSA : Public Service Announcement,No Title Assigned - #22722780,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22722780&mtid=1&ff=1,41278507.0,22722780,Non-Attributed Creative=Y|,2020-04-06,30,* NATIONAL,MODERN FAMILY,2020-04-02,1,5821.0
B660 Motion Pictures,Comcast Corp,Universal Pictures,Trolls World Tour : Movie & Video,Save the World,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22727329&mtid=1&ff=1,41288941.0,22727329,,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-04-04,1,5821.0
B660 Motion Pictures,Comcast Corp,Universal Pictures,Trolls World Tour : Movie & Video,Come into My World,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22730019&mtid=1&ff=1,41292135.0,22730019,,2020-04-06,20,* NATIONAL,MODERN FAMILY,2020-04-05,1,5821.0
B329 Organization Advertising: NEC,AARP,AARP,AARP : Organization,Corona Virus Awareness 5,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22731699&mtid=1&ff=1,41296811.0,22731699,Non-Attributed Creative=Y|,2020-04-13,30,* NATIONAL,MODERN FAMILY,2020-04-06,1,5821.0
"T115 Cars&Lt Trucks, Asian Factory: Sls&Lsg",Toyota Motor Corp,Lexus,Lexus : General Promotion - Asian Autos & Trucks,Get Great Service Options,,,"Front of a Lexus vehicle is featured. M-Annc Service isn't just a department."" He states that it's a voice on the other end of the phone a note to say you are on their mind a willingness to come to you. M-Annc 2 states that now more than ever you and your needs come first. Find out what service options are available in your area at lexus.com/peoplefirst.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22733091&mtid=1&ff=1,41306631.0,22733091,COVID19 Related=Y|,2020-04-20,30,* NATIONAL,MODERN FAMILY,2020-04-06,1,5821.0
G713 Lawn & Garden Fertilizers & Seed Trtmnts,Scotts Miracle-Gro Co,Scotts,Scotts Turf Builder Thick R Lawn : Lawn Treatments,"Have Your Yard Time/Audio, Products",,M-Annc states that get everything at spring at their website. Text: [ORDER ONLINE] is featured. Legalese is featured at last slide. Product has changed. SCOTTS.COM,"A woman is featured. Woman My time is thin but so is my lawn."" M-Annc states now there's new Scotts Thicker Long. It's the revolutionary three in one solution for a weak lawn. He mentions it's a soil improver that will strengthen roots fill in gaps and fertilizers to feed. The result is up to a 50% thicker lawn after just one application.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22734585&mtid=1&ff=1,41308599.0,22734585,New Product=Y|,2020-04-20,30,* NATIONAL,MODERN FAMILY,2020-04-06,1,5821.0
H333 Bathroom Tissue,Procter & Gamble Co,Charmin,Charmin Ultra Soft : Bathroom Tissue,Now Use Leas,enjoy the go,,"Mama Bear is featured answering a crossword puzzle and Papa Bear is reading the newspaper. Mama Bear You're not using too much are you hon?"" F-Annc Charmin Ultra Soft is so soft that you will have to remind your family they can use less. It is twice as absorbent versus the leading value brand. Text: [Legalese] Twitter and Facebook tags are displayed.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22753660&mtid=1&ff=1,41346674.0,22753660,Comparative=Y|Mascot=Y|,2020-04-20,30,* NATIONAL,MODERN FAMILY,2020-04-10,1,5821.0
B649 Television & Cable TV: Comb Copy & NEC,Apple Inc,Apple,Apple TV Plus : OTT Streaming,Watch Great Performances,,,"Samuel L. Jackson and Anthony Mackie are featured. M-Annc Taking it to the man."" Various scenes from Defending Jacob are featured. Text: [Try it free on the] [Apple TV app]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22777804&mtid=1&ff=1,41393919.0,22777804,Mobile Apps=Y|,2020-04-13,20,* NATIONAL,MODERN FAMILY,2020-04-16,1,5821.0
A999 Apparel General Promotion,Duluth Trading Co,Duluth Trading Co,Duluth Trading Co : Apparel,Forge Your Way,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22793330&mtid=1&ff=1,41427628.0,22793330,Non-Attributed Creative=Y|,2020-04-20,30,* NATIONAL,MODERN FAMILY,2020-04-20,1,5821.0
V376 Home Centers & Hardware Stores,Home Depot Inc,Home Depot,Home Depot Home Center : Home Center/Hardware Store,Get Your Essentials,How doers get more done.,,"A family of three is featured. M-Annc Every home has things it needs things that need to be maintained and fixed or replaced."" He mentions that the Home Depot is here to help you get it done you find it order online and have it brought to your door with free delivery on over a million items get low prices and make it all possible.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22794472&mtid=1&ff=1,41429636.0,22794472,,2020-04-27,30,* NATIONAL,MODERN FAMILY,2020-04-20,1,5821.0
G321 Quick Serve Restaurants,Doctors Assoc Inc,Subway Restaurant,Subway Restaurant : Mobile App & Online,Buy One Get One Free,,,"Tag is featured. M-Annc Now at Subway buy one footlong get one free."" He states yep free. Classic footlong melty footlong. America's favorite footlong. Buy one get one free when you order on UBER EATS. Order Subway app.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22671444&mtid=1&ff=1,41160957.0,22671444,BOGO=Y|Mobile Apps=Y|,2020-03-16,15,* NATIONAL,MODERN FAMILY,2020-03-18,3,5684.0
B422 Automobile Insurance,American Family Mutual Insurance Co,General Auto Insurance,General Auto Insurance : Auto Insurance,S.O Neil: Always Ready to Help,,,"Shaq O' Neil is featured. S.O' Neil Usually when you're hearing from me and the General we're talking about affordable car insurance and we're having fun."" He states that right now times are tough so he is hoping that people's families are staying safe at home because even though they are here for people's cars protection but right now their biggest concern is only for the people. They will be back on the road and to their usual form. If people needs help they should call them. 800-GENERAL TheGeneral.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22791386&mtid=1&ff=1,41424805.0,22791386,Celebrity=Y|Mascot=Y|Spokesperson=Y|COVID19 Related=Y|,2020-04-27,30,* NATIONAL,EMPIRE,2020-04-20,18,5664.0
D800 Fitness & Diet Programs & Spas,Beachbody Llc,Beachbody,Beachbody On Demand Fitness Program : Fitness Program,Free $8000 Fitness Programming 23,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22749282&mtid=1&ff=1,41336469.0,22749282,Non-Attributed Creative=Y|,2020-04-27,120,* NATIONAL,EMPIRE,2020-04-11,5,5640.0
D543 Nutritional Supplements,Abbott Lab,Pediasure,Pediasure Grow & Gain : Nutritional Supplements,Helps Kids Gain Weight In Just 8 Weeks 52,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22732992&mtid=1&ff=1,41300808.0,22732992,Non-Attributed Creative=Y|,2020-04-27,30,* NATIONAL,VOICE,2020-04-06,4,5624.0
